Rceipt;tangga;Net;Cust
RCLYAACFm007339;13/05/2024;11000;6B877B608A990
RCLYAACFm007341;13/05/2024;21000;6B85389090079
RCLYAACFm007342;13/05/2024;16000;6B895366335A3B
RCLYAACFm007351;13/05/2024;15000;6B8BA5908A6B9
RCLYAACFn007360;14/05/2024;11000;6B8BB55936336
RCLYAACFn007380;14/05/2024;16000;6B895366335A3B
RCLYAACFn007382;14/05/2024;15000;6B8AB333B883B
RCLYAACFo007416;15/05/2024;24000;6B8BA573890B7
RCLYAACFo007424;15/05/2024;11000;6B877B608A990
RCLYAACFo007427;15/05/2024;26000;6B85B494B0A30
RCLYAACFo007446;15/05/2024;11000;6B85389090079
RCLYAACFo007455;15/05/2024;15000;6B895366335A3B
RCLYAACFp007516;16/05/2024;30000;6B895BB300399
RCLYAACFp007528;16/05/2024;11000;6B877B608A990
RCLYAACFq007534;17/05/2024;11000;6B85389090079
RCLYAACFq007541;17/05/2024;13000;6B8AB56744765
RCLYAACFq007546;17/05/2024;31000;6B8A3487A4343
RCLYAACFq007575;17/05/2024;26000;6B85B306A7577
RCLYAACFq007584;17/05/2024;25000;6B8A34B4B3A68
RCLYAACFr007587;18/05/2024;11000;6B8AB33A443B3
RCLYAACFr007631;18/05/2024;24000;6B8BA5447A559
RCLYAACFr007644;18/05/2024;22000;6B8000005947
RCLYAACFs007691;19/05/2024;14000;6B8000004456
RCLYAACFs007692;19/05/2024;13000;6B8000008579
RCLYAACFs007694;19/05/2024;13000;6B8AB53303BB7
RCLYAACFs007729;19/05/2024;13000;6B85B5A5A6654
RCLYAACFt007734;20/05/2024;26000;6B8BB53565856
RCLYAACFt007761;20/05/2024;36000;6B878A6955900
RCLYAACFt007764;20/05/2024;14000;6B8AB5657367B
RCLYAACFt007770;20/05/2024;21000;6B8000005043
RCLYAACFt007772;20/05/2024;21000;6B85389090079
RCLYAACFt007779;20/05/2024;13000;6B8787BB30B97
RCLYAACFu007823;21/05/2024;21000;6B8000005043
RCLYAACFu007825;21/05/2024;15000;6B8AB333B883B
RCLYAACFu007855;21/05/2024;11000;6B8A358500700
RCLYAACFu007856;21/05/2024;34000;6B858B8986845
RCLYAACFv007862;22/05/2024;15000;6B800000A845
RCLYAACFv007904;22/05/2024;12000;6B8787BB30B97
RCLYAACFv007911;22/05/2024;16000;6B8575A559467
RCLYAACFv007915;22/05/2024;21000;6B83867330A7B
RCLYAACFw007939;23/05/2024;11000;6B877B608A990
RCLYAACFw007949;23/05/2024;26000;6B85B306A7577
RCLYAACFw007962;23/05/2024;30000;6B8BA544A9754
RCLYAACFx007982;24/05/2024;47000;6B8BA544A9754
RCLYAACFx007983;24/05/2024;21000;6B8000005947
RCLYAACFx007993;24/05/2024;15000;6B8000003A07
RCLYAACFx007997;24/05/2024;24000;6B83A83389898
RCLYAACFx008015;24/05/2024;34000;6B895338964A89
RCLYAACFx008019;24/05/2024;35000;6B8000007900
RCLYAACFx008020;24/05/2024;26000;6B8786883548A
RCLYAACFy008047;25/05/2024;30000;6B8A349446833
RCLYAACFy008067;25/05/2024;38000;6B85B306A7577
RCLYAACFy008075;25/05/2024;11000;6B8AB5003B33A
RCLYAACFy008082;25/05/2024;23000;6B8A3495490A0
RCLYAACFy008088;25/05/2024;12000;6B8565A05070A
RCLYAACFy008100;25/05/2024;13000;6B8BB5A3344A4
RCLYAACFy008110;25/05/2024;48000;6B8AA5A97B00
RCLYAACFz008133;26/05/2024;11000;6B8000005947
RCLYAACFz008138;26/05/2024;14000;6B8000008848
RCLYAACFz008146;26/05/2024;14000;6B83A43355808
RCLYAACFz008174;26/05/2024;26000;6B8BB546A380B
RCLYAACFz008179;26/05/2024;13000;6B8BB38067799
RCLYAACFz008180;26/05/2024;11000;6B877B608A990
RCLYAACFz008181;26/05/2024;11000;6B8954A36978A8
RCLYAACFz008192;26/05/2024;16000;6B83A5A8775A4
RCLYAACF0008216;27/05/2024;11000;6B83AA4859583
RCLYAACF0008217;27/05/2024;36000;6B8AB5454BB66
RCLYAACF0008219;27/05/2024;36000;6B8575A7ABB86
RCLYAACF0008237;27/05/2024;14000;6B8787BB30B97
RCLYAACF0008239;27/05/2024;10000;6B8ABA468A478
RCLYAACF0008262;27/05/2024;14000;6B800000733B
RCLYAACF0008263;27/05/2024;15000;6B858B8546499
RCLYAACF1008276;28/05/2024;14000;6B8000008687
RCLYAACF1008289;28/05/2024;13000;6B8AB5003B33A
RCLYAACF1008296;28/05/2024;16000;6B85A7538A80A
RCLYAACF1008297;28/05/2024;12000;6B87780805354
RCLYAACF1008314;28/05/2024;14000;6B800000439A
RCLYAACF1008317;28/05/2024;16000;6B895806768559
RCLYAACF1008318;28/05/2024;15000;6B8565483586A
RCLYAACF2008357;29/05/2024;15000;6B8565483586A
RCLYAACF2008364;29/05/2024;25000;6B8A34B4B3A68
RCLYAACF3008374;30/05/2024;15000;6B897AABBB35
RCLYAACF3008382;30/05/2024;15000;6B8000006360
RCLYAACF3008405;30/05/2024;15000;6B85A5659775A
RCLYAACF4008447;31/05/2024;30000;6B8000005896
RCLYAACF4008448;31/05/2024;29000;6B8B35A5AB0B3
RCLYAACF4008468;31/05/2024;14000;6B83A55638B65
RCLYAACF4008472;31/05/2024;12000;6B8000004888
VDTGAACFa004901;01/05/2024;26000;6B8000008B65
VDTGAACFa004912;01/05/2024;11000;6B800000950B
VDTGAACFa004923;01/05/2024;15000;6B8BA49570795
VDTGAACFb004971;02/05/2024;13000;6B83A4795BB08
VDTGAACFb004984;02/05/2024;26000;6B8000008B65
VDTGAACFb005003;02/05/2024;16000;6B8000005783
VDTGAACFc005032;03/05/2024;32000;6B8000000B67
VDTGAACFc005040;03/05/2024;22000;6B8A95B396663
VDTGAACFc005051;03/05/2024;15000;6B8000006A7A
VDTGAACFc005062;03/05/2024;16000;6B8000005783
VDTGAACFc005064;03/05/2024;10000;6B8539A9B6095
VDTGAACFd005070;04/05/2024;27000;6B85A5636B7A7
VDTGAACFd005074;04/05/2024;15000;6B8000008A5B
VDTGAACFd005106;04/05/2024;26000;6B8000008B65
VDTGAACFd005108;04/05/2024;17000;6B800000AB67
VDTGAACFd005109;04/05/2024;12000;6B85750BA8BA3
VDTGAACFd005116;04/05/2024;13000;6B85787303B90
VDTGAACFe005121;05/05/2024;26000;6B800000950B
VDTGAACFe005135;05/05/2024;13000;6B8539A9B6095
VDTGAACFe005137;05/05/2024;28000;6B8A3888877B0
VDTGAACFe005151;05/05/2024;61000;6B83A5579B47B
VDTGAACFe005188;05/05/2024;31000;6B8000008839
VDTGAACFf005207;06/05/2024;26000;6B8000008B65
VDTGAACFf005212;06/05/2024;13000;6B8BA54B6A348
VDTGAACFf005231;06/05/2024;14000;6B8539A9B6095
VDTGAACFf005242;06/05/2024;30000;6B8A80B863A05
VDTGAACFg005244;07/05/2024;13000;6B8000004999
VDTGAACFg005272;07/05/2024;26000;6B89536006A84A
VDTGAACFg005286;07/05/2024;15000;6B8BA49570795
VDTGAACFh005289;08/05/2024;26000;6B8000008050
VDTGAACFh005294;08/05/2024;14000;6B8000006838
VDTGAACFh005311;08/05/2024;13000;6B8539A9B6095
VDTGAACFi005343;09/05/2024;26000;6B8000008B65
VDTGAACFi005345;09/05/2024;35000;6B8AA5AA3AB3
VDTGAACFi005346;09/05/2024;16000;6B8000008A86
VDTGAACFi005350;09/05/2024;44000;6B8A347998455
VDTGAACFi005359;09/05/2024;11000;6B8BA5956A583
VDTGAACFi005393;09/05/2024;12000;6B85750BA8BA3
VDTGAACFj005397;10/05/2024;13000;6B800000BB79
VDTGAACFj005424;10/05/2024;26000;6B8000008B65
VDTGAACFj005451;10/05/2024;11000;6B8000003885
VDTGAACFk005461;11/05/2024;66000;6B800000950B
VDTGAACFk005467;11/05/2024;13000;6B8BA54B6A348
VDTGAACFk005498;11/05/2024;40000;6B8BA49570795
VDTGAACFl005504;12/05/2024;30000;6B8000000877
VDTGAACFl005512;12/05/2024;13000;6B8575368B445
VDTGAACFl005513;12/05/2024;13000;6B89536006A84A
VDTGAACFl005542;12/05/2024;12000;6B85750BA8BA3
VDTGAACFm005546;13/05/2024;12000;6B8000008AAA
VDTGAACFm005561;13/05/2024;11000;6B83A556B4586
VDTGAACFm005573;13/05/2024;25000;6B8000004B49
VDTGAACFn005586;14/05/2024;26000;6B8000008B65
VDTGAACFn005607;14/05/2024;23000;6B8539B067470
VDTGAACFo005624;15/05/2024;22000;6B8000007985
VDTGAACFo005631;15/05/2024;11000;6B8A80B863A05
VDTGAACFo005637;15/05/2024;16000;6B8000008A86
VDTGAACFo005641;15/05/2024;15000;6B800000A889
VDTGAACFp005658;16/05/2024;13000;6B8539A9B6095
VDTGAACFp005675;16/05/2024;24000;6B83A4B3B4885
VDTGAACFp005684;16/05/2024;39000;6B8000004B49
VDTGAACFp005692;16/05/2024;32000;6B8BA49570795
VDTGAACFq005700;17/05/2024;13000;6B89637667647
VDTGAACFq005701;17/05/2024;15000;6B87865847999
VDTGAACFq005707;17/05/2024;26000;6B8000008B65
VDTGAACFq005708;17/05/2024;13000;6B800000083B
VDTGAACFq005731;17/05/2024;16000;6B800000AB67
VDTGAACFq005733;17/05/2024;13000;6B8000008AB6
VDTGAACFq005734;17/05/2024;32000;6B83A55667685
VDTGAACFr005748;18/05/2024;12000;6B85B4843468A
VDTGAACFr005762;18/05/2024;14000;6B8BA49570795
VDTGAACFr005778;18/05/2024;13000;6B8000006B93
VDTGAACFr005794;18/05/2024;24000;6B8AA5AAA993
VDTGAACFs005806;19/05/2024;24000;6B800000795B
VDTGAACFs005816;19/05/2024;13000;6B85787303B90
VDTGAACFs005820;19/05/2024;26000;6B8000008B65
VDTGAACFs005827;19/05/2024;13000;6B8000004A4A
VDTGAACFt005853;20/05/2024;27000;6B800000A995
VDTGAACFt005880;20/05/2024;12000;6B85750BA8BA3
VDTGAACFt005885;20/05/2024;21000;6B8000005A64
VDTGAACFu005897;21/05/2024;67000;6B80000056B0
VDTGAACFu005898;21/05/2024;26000;6B8000008B65
VDTGAACFu005903;21/05/2024;13000;6B8A80B863A05
VDTGAACFu005914;21/05/2024;56000;6B8A347998455
VDTGAACFu005921;21/05/2024;21000;6B8AA5AA3AB3
VDTGAACFv005954;22/05/2024;15000;6B8BA49570795
VDTGAACFv005957;22/05/2024;26000;6B8000008B65
VDTGAACFw005985;23/05/2024;24000;6B83A5A8775A4
VDTGAACFw005994;23/05/2024;11000;6B8AB56744765
VDTGAACFw005998;23/05/2024;16000;6B8000005783
VDTGAACFw006003;23/05/2024;15000;6B8BA49570795
VDTGAACFw006004;23/05/2024;16000;6B800000AB67
VDTGAACFw006011;23/05/2024;12000;6B85750BA8BA3
VDTGAACFw006026;23/05/2024;26000;6B8575A07770A
VDTGAACFw006035;23/05/2024;16000;6B8000000B67
VDTGAACFx006050;24/05/2024;16000;6B8000005783
VDTGAACFx006073;24/05/2024;21000;6B8B35A75379B
VDTGAACFy006088;25/05/2024;16000;6B8AB56AAA5B5
VDTGAACFy006089;25/05/2024;16000;6B8BA49505364
VDTGAACFy006091;25/05/2024;16000;6B8000008A86
VDTGAACFy006092;25/05/2024;23000;6B85346070706
VDTGAACFy006107;25/05/2024;13000;6B8539A9B6095
VDTGAACFz006125;26/05/2024;26000;6B8000008B65
VDTGAACFz006138;26/05/2024;16000;6B8000008A86
VDTGAACFz006140;26/05/2024;27000;6B8A348947879
VDTGAACFz006145;26/05/2024;30000;6B80000048A3
VDTGAACFz006150;26/05/2024;12000;6B85750BA8BA3
VDTGAACFz006166;26/05/2024;27000;6B800000BB79
VDTGAACFz006172;26/05/2024;11000;6B8000006043
VDTGAACFz006174;26/05/2024;12000;6B8000004B49
VDTGAACFz006175;26/05/2024;15000;6B8BA49570795
VDTGAACF0006192;27/05/2024;45000;6B85B46848380
VDTGAACF0006195;27/05/2024;13000;6B89637667647
VDTGAACF0006199;27/05/2024;13000;6B8000006B93
VDTGAACF0006206;27/05/2024;22000;6B8969600889A
VDTGAACF0006208;27/05/2024;24000;6B8000007400
VDTGAACF1006223;28/05/2024;26000;6B8000008B65
VDTGAACF1006241;28/05/2024;22000;6B83A556B4586
VDTGAACF1006254;28/05/2024;12000;6B85750BA8BA3
VDTGAACF2006274;29/05/2024;16000;6B8000005783
VDTGAACF2006275;29/05/2024;11000;6B8AB56744765
VDTGAACF2006279;29/05/2024;12000;6B8000006AAB
VDTGAACF3006290;30/05/2024;13000;6B800000BB79
VDTGAACF3006297;30/05/2024;26000;6B8000008B65
VDTGAACF3006299;30/05/2024;16000;6B8AB503B4059
VDTGAACF3006303;30/05/2024;16000;6B8000005783
VDTGAACF3006326;30/05/2024;11000;6B8000004578
VDTGAACF3006345;30/05/2024;22000;6B800000983A
VDTGAACF4006357;31/05/2024;16000;6B8000005783
VDTGAACF4006359;31/05/2024;11000;6B890000709B
VDTGAACF4006381;31/05/2024;12000;6B85750BA8BA3
SWWUAACFa003487;01/05/2024;11000;6B8BB53030336
SWWUAACFa003496;01/05/2024;11000;6B85B4500B4A6
SWWUAACFa003501;01/05/2024;15000;6B895354405675
SWWUAACFa003516;01/05/2024;16000;6B895BA5A3587
SWWUAACFa003532;01/05/2024;39000;6B895700309445
SWWUAACFb003541;02/05/2024;13000;6B8BA57BA6A50
SWWUAACFb003545;02/05/2024;11000;6B8BB55936336
SWWUAACFb003552;02/05/2024;43000;6B8B35303059A
SWWUAACFb003574;02/05/2024;24000;6B8A345574990
SWWUAACFc003600;03/05/2024;71000;6B8539A689473
SWWUAACFc003623;03/05/2024;14000;6B8A348657049
SWWUAACFc003624;03/05/2024;16000;6B88B4B305840
SWWUAACFc003649;03/05/2024;29000;6B8A3A6553BB5
SWWUAACFd003653;04/05/2024;38000;6B8AA5AB94A7
SWWUAACFd003655;04/05/2024;15000;6B8A345574990
SWWUAACFd003661;04/05/2024;23000;6B85B49769866
SWWUAACFd003675;04/05/2024;33000;6B8BA54843A93
SWWUAACFd003684;04/05/2024;51000;6B8953779B5689
SWWUAACFd003697;04/05/2024;26000;6B8A350BA9763
SWWUAACFd003699;04/05/2024;13000;6B8A5BB680833
SWWUAACFe003720;05/05/2024;27000;6B8AB57BB57BB
SWWUAACFe003732;05/05/2024;22000;6B85393B9A083
SWWUAACFe003737;05/05/2024;10000;6B8AB5AAA9305
SWWUAACFf003745;06/05/2024;26000;6B8A348657049
SWWUAACFf003754;06/05/2024;13000;6B8969A653097
SWWUAACFf003758;06/05/2024;11000;6B8AB55A303A3
SWWUAACFf003760;06/05/2024;13000;6B895B9A94997
SWWUAACFg003815;07/05/2024;13000;6B8BB5A469A00
SWWUAACFg003831;07/05/2024;25000;6B08A348500050
SWWUAACFh003842;08/05/2024;15000;6B85B46848380
SWWUAACFh003850;08/05/2024;13000;6B8BA57BA6A50
SWWUAACFh003854;08/05/2024;14000;6B8B350305563
SWWUAACFh003857;08/05/2024;29000;6B8A348657049
SWWUAACFh003874;08/05/2024;22000;6B87889B60A30
SWWUAACFh003876;08/05/2024;13000;6B83A4BA55085
SWWUAACFh003877;08/05/2024;32000;6B85A75A9644A
SWWUAACFh003886;08/05/2024;21000;6B8A349448700
SWWUAACFh003887;08/05/2024;21000;6B8535068840A
SWWUAACFh003891;08/05/2024;14000;6B8575A4B67B7
SWWUAACFi003899;09/05/2024;14000;6B8A348657049
SWWUAACFi003902;09/05/2024;22000;6B858B8085360
SWWUAACFi003911;09/05/2024;24000;6B83A50097A5B
SWWUAACFi003921;09/05/2024;26000;6B88B4B305840
SWWUAACFi003931;09/05/2024;15000;6B8A3857A4370
SWWUAACFi003932;09/05/2024;25000;6B8575A950379
SWWUAACFi003936;09/05/2024;28000;6B895704A09444
SWWUAACFi003937;09/05/2024;49000;6B895705A6637
SWWUAACFi003938;09/05/2024;48000;6B8BB55483A6B
SWWUAACFi003940;09/05/2024;40000;6B8A340A7A064
SWWUAACFi003953;09/05/2024;13000;6B83A4BA55085
SWWUAACFj003961;10/05/2024;25000;6B8BA554334B0
SWWUAACFj003969;10/05/2024;11000;6B85B94357848
SWWUAACFj003971;10/05/2024;11000;6B895BA5A3587
SWWUAACFj003980;10/05/2024;26000;6B8AB56360379
SWWUAACFj003997;10/05/2024;14000;6B8A348657049
SWWUAACFk004001;11/05/2024;21000;6B857537A9958
SWWUAACFk004007;11/05/2024;14000;6B89685AA6400
SWWUAACFk004010;11/05/2024;23000;6B8A549559365
SWWUAACFk004035;11/05/2024;51000;6B8AB53499B95
SWWUAACFk004037;11/05/2024;26000;6B8954A36978A8
SWWUAACFk004038;11/05/2024;15000;6B83A4A6679A9
SWWUAACFl004066;12/05/2024;13000;6B83A4BA55085
SWWUAACFl004070;12/05/2024;34000;6B8BA4A3508A7
SWWUAACFm004079;13/05/2024;13000;6B8BA57BA6A50
SWWUAACFm004080;13/05/2024;29000;6B89650A559B5
SWWUAACFm004082;13/05/2024;22000;6B85B48840580
SWWUAACFm004085;13/05/2024;55000;6B8954A4038B08
SWWUAACFn004119;14/05/2024;13000;6B8BB9703A59A
SWWUAACFn004134;14/05/2024;44000;6B8AB57706BB5
SWWUAACFn004135;14/05/2024;37000;6B8AA5AB94A7
SWWUAACFo004173;15/05/2024;10000;6B085348B558B6
SWWUAACFo004178;15/05/2024;11000;6B8777B3AB8A9
SWWUAACFo004180;15/05/2024;14000;6B8A348657049
SWWUAACFo004181;15/05/2024;33000;6B87889B60A30
SWWUAACFo004219;15/05/2024;13000;6B83A4BA55085
SWWUAACFo004222;15/05/2024;24000;6B8A953347578
SWWUAACFo004224;15/05/2024;21000;6B858B0804739
SWWUAACFo004227;15/05/2024;21000;6B8AAA68900B
SWWUAACFo004233;15/05/2024;32000;6B858BA640448
SWWUAACFo004237;15/05/2024;25000;6B8A35A7B9545
SWWUAACFp004249;16/05/2024;26000;6B853497A0B38
SWWUAACFp004256;16/05/2024;16000;6B88B4B305840
SWWUAACFp004269;16/05/2024;16000;6B895704A09444
SWWUAACFq004276;17/05/2024;45000;6B8B350305563
SWWUAACFq004283;17/05/2024;16000;6B85B465B5A0A
SWWUAACFq004290;17/05/2024;13000;6B8BB40004844
SWWUAACFq004315;17/05/2024;38000;6B87889B60A30
SWWUAACFq004317;17/05/2024;32000;6B895704A09444
SWWUAACFr004323;18/05/2024;13000;6B8BB556A6033
SWWUAACFr004327;18/05/2024;13000;6B8AB50453345
SWWUAACFr004339;18/05/2024;34000;6B8B35303059A
SWWUAACFr004354;18/05/2024;40000;6B8AB53499B95
SWWUAACFr004356;18/05/2024;16000;6B8BA53469353
SWWUAACFr004369;18/05/2024;39000;6B8BB40004844
SWWUAACFs004381;19/05/2024;13000;6B896B035BB38
SWWUAACFs004383;19/05/2024;52000;6B8AA5AB94A7
SWWUAACFs004400;19/05/2024;13000;6B89685AA6400
SWWUAACFs004407;19/05/2024;23000;6B88B46B36683
SWWUAACFs004408;19/05/2024;13000;6B8A5BB680833
SWWUAACFs004409;19/05/2024;16000;6B85B45B6B7B8
SWWUAACFt004414;20/05/2024;21000;6B87753A996A5
SWWUAACFt004416;20/05/2024;31000;6B8AB503989A0
SWWUAACFt004421;20/05/2024;13000;6B895B9A94997
SWWUAACFt004442;20/05/2024;21000;6B8969A653097
SWWUAACFt004454;20/05/2024;13000;6B83A4BA55085
SWWUAACFu004481;21/05/2024;15000;6B89650A559B5
SWWUAACFu004498;21/05/2024;21000;6B83A598866B8
SWWUAACFu004505;21/05/2024;16000;6B88B4B305840
SWWUAACFu004511;21/05/2024;28000;6B895704A09444
SWWUAACFu004512;21/05/2024;31000;6B08B3888880A8
SWWUAACFv004518;22/05/2024;12000;6B85B46848380
SWWUAACFv004520;22/05/2024;21000;6B8575409374A
SWWUAACFv004523;22/05/2024;13000;6B85B49769866
SWWUAACFv004537;22/05/2024;11000;6B8BB5B464737
SWWUAACFv004549;22/05/2024;37000;6B8AB4B0A0959
SWWUAACFw004552;23/05/2024;24000;6B8BB5A657776
SWWUAACFw004568;23/05/2024;38000;6B8BA38395588
SWWUAACFw004571;23/05/2024;14000;6B8BB55666067
SWWUAACFw004572;23/05/2024;16000;6B88B4B305840
SWWUAACFw004586;23/05/2024;11000;6B89685AA6400
SWWUAACFw004589;23/05/2024;27000;6B8969A589403
SWWUAACFx004599;24/05/2024;39000;6B8A95AB5A3A
SWWUAACFx004603;24/05/2024;14000;6B8AB54039755
SWWUAACFx004604;24/05/2024;30000;6B895705A66737
SWWUAACFx004605;24/05/2024;13000;6B8A333358557
SWWUAACFx004626;24/05/2024;32000;6B8A35083B096
SWWUAACFx004635;24/05/2024;22000;6B858B0804739
SWWUAACFy004644;25/05/2024;23000;6B85B468B0994
SWWUAACFy004646;25/05/2024;24000;6B8BB5A657776
SWWUAACFy004647;25/05/2024;15000;6B858B0433687
SWWUAACFy004648;25/05/2024;27000;6B8994008AA8
SWWUAACFy004654;25/05/2024;38000;6B8AB57BB57BB
SWWUAACFy004656;25/05/2024;12000;6B85754A38A80
SWWUAACFy004675;25/05/2024;15000;6B8BB5B3B476B
SWWUAACFz004698;26/05/2024;50000;6B8BB556A6033
SWWUAACF0004737;27/05/2024;12000;6B8A549559365
SWWUAACF0004738;27/05/2024;14000;6B8A348657049
SWWUAACF0004746;27/05/2024;11000;6B8969A653097
SWWUAACF0004750;27/05/2024;32000;6B8BA57075449
SWWUAACF0004756;27/05/2024;11000;6B896B035BB38
SWWUAACF1004773;28/05/2024;28000;6B8B350305563
SWWUAACF1004792;28/05/2024;11000;6B8539A689473
SWWUAACF1004795;28/05/2024;22000;6B895704A09444
SWWUAACF2004806;29/05/2024;13000;6B8777B3AB8A9
SWWUAACF2004807;29/05/2024;11000;6B85B4500B4A6
SWWUAACF2004821;29/05/2024;13000;6B8A35083B096
SWWUAACF2004823;29/05/2024;22000;6B8BA48B66787
SWWUAACF2004824;29/05/2024;96000;6B8983770403
SWWUAACF3004833;30/05/2024;10000;6B85B5AA05588
SWWUAACF3004835;30/05/2024;47000;6B838635A39A6
SWWUAACF3004836;30/05/2024;24000;6B83A356A3533
SWWUAACF3004845;30/05/2024;16000;6B8BB97AB0768
SWWUAACF3004856;30/05/2024;13000;6B8A5BB680833
SWWUAACF3004863;30/05/2024;13000;6B83A4BA55085
SWWUAACF4004874;31/05/2024;26000;6B8B350305563
SWWUAACF4004881;31/05/2024;12000;6B83A598866B8
SWWUAACF4004888;31/05/2024;11000;6B85754A38A80
SWWUAACF4004898;31/05/2024;16000;6B88B4B305840
RHSMAACFa010227;01/05/2024;12000;6B83A593A6637
RHSMAACFa010228;01/05/2024;13000;6B8000007306
RHSMAACFa010285;01/05/2024;45000;6B85A5647B98B
RHSMAACFa010319;01/05/2024;16000;6B8000005783
RHSMAACFb010322;02/05/2024;13000;6B8000007306
RHSMAACFb010340;02/05/2024;60000;6B8A64904647B
RHSMAACFb010350;02/05/2024;30000;6B8538964B686
RHSMAACFb010366;02/05/2024;13000;6B80000003AA
RHSMAACFb010370;02/05/2024;11000;6B800000038B
RHSMAACFb010390;02/05/2024;13000;6B8380454074B
RHSMAACFb010402;02/05/2024;28000;6B8000003674
RHSMAACFb010409;02/05/2024;13000;6B8B353577675
RHSMAACFb010414;02/05/2024;11000;6B8AB5687B559
RHSMAACFc010433;03/05/2024;13000;6B8A348033885
RHSMAACFc010435;03/05/2024;25000;6B8000004B4B
RHSMAACFc010491;03/05/2024;68000;6B8A384789996
RHSMAACFc010520;03/05/2024;44000;6B8A35BA08685
RHSMAACFc010522;03/05/2024;24000;6B8784B848699
RHSMAACFd010533;04/05/2024;11000;6B8AA50B060B
RHSMAACFd010577;04/05/2024;26000;6B8979708636
RHSMAACFd010607;04/05/2024;14000;6B89685030706
RHSMAACFd010623;04/05/2024;24000;6B8BA5985A6A6
RHSMAACFd010625;04/05/2024;27000;6B85B48B39377
RHSMAACFd010638;04/05/2024;28000;6B8000005B88
RHSMAACFd010652;04/05/2024;26000;6B8B353577675
RHSMAACFe010663;05/05/2024;25000;6B8AB505A8678
RHSMAACFe010677;05/05/2024;13000;6B8000009445
RHSMAACFe010680;05/05/2024;51000;6B8A345783075
RHSMAACFe010681;05/05/2024;28000;6B8BB5353A3A9
RHSMAACFe010684;05/05/2024;46000;6B8000007734
RHSMAACFe010697;05/05/2024;26000;6B8B353B0B8BA
RHSMAACFe010702;05/05/2024;16000;6B8AA5A89979
RHSMAACFe010711;05/05/2024;51000;6B85348839A67
RHSMAACFe010724;05/05/2024;23000;6B80000008A3
RHSMAACFe010756;05/05/2024;11000;6B89678436064
RHSMAACFf010837;06/05/2024;13000;6B8000000684
RHSMAACFf010843;06/05/2024;12000;6B8000003449
RHSMAACFf010851;06/05/2024;25000;6B87787974848
RHSMAACFf010863;06/05/2024;50000;6B878A4AB5775
RHSMAACFf010881;06/05/2024;28000;6B895A8773075
RHSMAACFg010910;07/05/2024;13000;6B8000007306
RHSMAACFg010918;07/05/2024;12000;6B80000036A5
RHSMAACFg010922;07/05/2024;22000;6B8000008B55
RHSMAACFg010923;07/05/2024;15000;6B8A9AA840A35
RHSMAACFg010952;07/05/2024;25000;6B85B48554444
RHSMAACFg010961;07/05/2024;16000;6B8AB560B3566
RHSMAACFg010968;07/05/2024;36000;6B8A33078B077
RHSMAACFg010982;07/05/2024;13000;6B80000045AB
RHSMAACFg010988;07/05/2024;30000;6B8A348394979
RHSMAACFg011001;07/05/2024;15000;6B800000345A
RHSMAACFh011007;08/05/2024;13000;6B8000007306
RHSMAACFh011029;08/05/2024;11000;6B8A99974A89B
RHSMAACFh011033;08/05/2024;31000;6B8A35087B536
RHSMAACFh011034;08/05/2024;39000;6B8A35ABA983A
RHSMAACFh011052;08/05/2024;28000;6B8969A503049
RHSMAACFh011053;08/05/2024;13000;6B8969A503049
RHSMAACFh011054;08/05/2024;29000;6B80000003598
RHSMAACFh011077;08/05/2024;13000;6B8000006B96
RHSMAACFh011118;08/05/2024;22000;6B800000A003
RHSMAACFi011119;09/05/2024;13000;6B8000007306
RHSMAACFi011126;09/05/2024;26000;6B8000007750
RHSMAACFi011137;09/05/2024;15000;6B88B4B4A5363
RHSMAACFi011146;09/05/2024;15000;6B87843096658
RHSMAACFi011175;09/05/2024;22000;6B800000B496
RHSMAACFi011186;09/05/2024;36000;6B8AB505A8678
RHSMAACFj011244;10/05/2024;13000;6B8B00006349
RHSMAACFj011267;10/05/2024;13000;6B870000B588
RHSMAACFj011285;10/05/2024;16000;6B80000055A8
RHSMAACFj011298;10/05/2024;25000;6B8000009993
RHSMAACFj011302;10/05/2024;73000;6B8B35738A73A
RHSMAACFj011321;10/05/2024;30000;6B8000005865
RHSMAACFk011341;11/05/2024;10000;6B857876074A8
RHSMAACFk011344;11/05/2024;14000;6B85787AA5644
RHSMAACFk011361;11/05/2024;11000;6B8000000075
RHSMAACFk011385;11/05/2024;31000;6B8386A4BA644
RHSMAACFk011412;11/05/2024;15000;6B8B357757B70
RHSMAACFk011425;11/05/2024;27000;6B8000009A54
RHSMAACFk011435;11/05/2024;13000;6B857876074A8
RHSMAACFl011436;12/05/2024;13000;6B8000007306
RHSMAACFl011453;12/05/2024;16000;6B8AB396453B
RHSMAACFl011476;12/05/2024;13000;6B8000000944
RHSMAACFl011479;12/05/2024;12000;6B8000006047
RHSMAACFl011492;12/05/2024;13000;6B800000B677
RHSMAACFl011496;12/05/2024;34000;6B8A5BB785408
RHSMAACFl011508;12/05/2024;26000;6B800000074B
RHSMAACFm011526;13/05/2024;13000;6B8000007306
RHSMAACFm011533;13/05/2024;22000;6B8AA7576730
RHSMAACFm011535;13/05/2024;11000;6B878A6353043
RHSMAACFm011538;13/05/2024;13000;6B8B0000859A
RHSMAACFm011542;13/05/2024;13000;6B8000007465
RHSMAACFm011549;13/05/2024;16000;6B8000005783
RHSMAACFm011558;13/05/2024;22000;6B80000049B9
